ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,Review
00-32,30/12/99 05:51:15,https://twitter.com/alden_chua/status/1276741110879055872,,"
Tan, Jedidiah",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-06-30 since:2020-06-05,@alden_chua,aldenz,,Anonymous,01/13,268,487,,"Yellows gloat that ninoy is a hero and Marcos was the evil one. Yet, they - and mainstream media- downplay the fact that ninoy was 1 of the founders of NPA. This info should be taught in history classes. Let the people decide who is the good and the bad.","Yellows gloat that ninoy is a hero and Marcos was the evil one. Yet, they - and mainstream media- downplay the fact that ninoy was 1 of the founders of NPA. This info should be taught in history classes. Let the people decide who is the good and the bad.",Text ,"Jun 27, 2020",,Rational,275,,73,8,,,,,,
00-33,30/12/99 05:52:03,https://twitter.com/TheSmilingBOW/status/1271272103786901504,,"
Tan, Jedidiah",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-06-30 since:2020-06-06,@TheSmilingBOW,NemesisKun,,Anonymous,06/11,239,243,,"""Ninoy Aquino is a hero"" when in reality, he was a dirty communist traitor.","""Ninoy Aquino is a hero"" when in reality, he was a dirty communist traitor.","Text, Reply",12/06/20 10:44,,Emotional,0,0,0,0,,,"The charges against Aquino for which he was convicted in 1977 were for illegal possession of firearms, murder, and violations of the Anti-Subversion Act. Treason was not included.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-found-guilty-treason/]

CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party.
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]","Blank bio
Blank location",,
00-34,30/12/99 05:52:11,https://twitter.com/MalaChinaPalace/status/1273138048633647107,,"
Tan, Jedidiah",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-06-30 since:2020-06-07,@MalaChinaPalace,Mala Chinang Palace,,Anonymous,08/18,504,191,Republic of the Philippines,"Ninoy Aquino and Nene Pimentel Sr. co-founded PDP-Laban. President Duterte is PDP-Laban. Im taking this as further proof of my theory against PDP-Laban, the CPP-NPA-NDF and Foreign Communists conspiracy.","Ninoy Aquino and Nene Pimentel Sr. co-founded PDP-Laban. President Duterte is PDP-Laban. Im taking this as further proof of my theory against PDP-Laban, the CPP-NPA-NDF and Foreign Communists conspiracy.","Text, Reply",17/06/20 14:18,,Rational,0,0,0,0,,,"Contrary to Panelo’s claim, Duterte, based on his public pronouncements, was not always “open” to talking peace with the CPP-NPA-NDF. 
[https://verafiles.org/articles/vera-files-fact-check-panelo-falsely-claims-duterte-has-alwa]",Blank bio,,
00-35,30/12/99 05:52:43,https://twitter.com/iskonglasalista/status/1276408870743584769,,"
Tan, Jedidiah",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-06-30 since:2020-06-08,@iskonglasalita,Benedict Exconde,Agricultural Economist. University Lecturer. Communicator. Commentator. Dog parent to Jingle.,Identified,04/09,2568,6096,Singapore,"The Marxist-Leninist-Maoist and liberal cancer that has been plaguing the Philippines since Ninoy Aquino, Joma Sison and Kumander Dante co-founded the CPP-NPA-NDF in the 1960's must come to an end. The wokes are the new Pulas. Those among them who can still be saved must be saved","The Marxist-Leninist-Maoist and liberal cancer that has been plaguing the Philippines since Ninoy Aquino, Joma Sison and Kumander Dante co-founded the CPP-NPA-NDF in the 1960's must come to an end. The wokes are the new Pulas. Those among them who can still be saved must be saved","Text, Quote retweet",26/06/20 14:56,,Emotional,20,1,1,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party.
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]",,,
00-36,30/12/99 05:53:17,https://twitter.com/micashan/status/1276680854517936129,,"
Tan, Jedidiah",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-06-30 since:2020-06-09,@micashan,Micashan,"Dreamer, believer",Anonymous,07/11,606,124,,Ninoy was a HOAX; a communist,Ninoy was a HOAX; a communist,"Text, Quote retweet",27/06/20 08:56,,Rational,0,0,0,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party.
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]",Blank location,,
00-37,30/12/99 05:53:43,https://twitter.com/gigaigurlmd/status/1276375450097508352,,"
Tan, Jedidiah",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-06-30 since:2020-06-10,@gigaigurlmd,Giga Basilio Igurashi🩺,I say what you don't want to hear. You get offended. I just YAWN.🥱 I don't cast pearls before pigs.,Anonymous,02/20,689,753,,Ninoy Aquino is the OG CPP/NPA. Kasapakat nya si Joma Sison. Hindi ba nga ang isa sa mga unang ginawa ni Cory bilang presidente eh pakawalan ang mga makakaliwa na ikinulong ni Marcos for sedition/rebellion nun. It would be no suprise if he was the sacrificial lamb to usher EDSA.,Ninoy Aquino is the OG CPP/NPA. He was with Joma Sison. Isn't it one of Cory's first actions as president to release the left -hand imprisonment of Marcos for Sedition/Rebellion nun. It would be no suprise if he was the sacrificial lamb to usher EDSA.,"Text, Reply",26/06/20 12:43,,Emotional,5,0,0,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party.
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]",Blank location,,
00-38,30/12/99 05:54:07,https://twitter.com/matansero12886/status/1273362088719597568,,"
Tan, Jedidiah",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-06-30 since:2020-06-11,@matansero12886,tindero sa palengke,I argue a lot. I should have been a lawyer,Anonymous,11/17,95,22,Under The sea,"At paano naman naging bayani si ninoy? 
Ano ang nagawa nya para sa bayan? 
Ang maging isa sa nagtatag ng communist party ng Pilipinas? 
Sige na nga,  paniwalaan nyo ang libro na gawa ni panot!","And how did Ninoy become a hero?
What did he do for the town?
To be one of the founders of the Philippine Communist Party?
All right, believe the book that Panot made!","Text, Reply",18/06/20 05:09,,Emotional,0,0,0,0,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.",,,
00-39,30/12/99 05:54:25,https://twitter.com/Altesing_Manny/status/1276312467228856320,,"
Tan, Jedidiah",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-06-30 since:2020-06-12,@Altesing_Manny,YASOU,🇵🇭,Identified,09/19,562,406,,At paniwalang paniwala kanaman na hero si Ninoy Aquino eh siya yung gumawa ng CPP NPA. May nakita akong vid ikaw na maghanap!,And believe that Ninoy Aquino is a hero that he made the CPP NPA. I saw a vid you search!,"Text, Reply",26/06/20 08:32,,Emotional,3,0,0,0,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.",Blank Location,,
00-40,30/12/99 05:56:32,https://twitter.com/Ztirf17/status/1276303626856812544,,"
Tan, Jedidiah",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-06-30 since:2020-06-13,@Ztirf17,Ztirf,Not a hater.,Anonymous,01/20,63,2,,Gumaganda na nga umaga ng Pilipinas. Matatapon na sa basurahan pangalan ng taong traidor sa Pilipinas. Ninoy Aquino na founder ng NPA.,It was a wonderful morning of the Philippines. It will be thrown into the trash name of the traitor in the Philippines. Ninoy Aquino founder of the NPA.,"Text, Reply",26/06/20 07:57,,Emotional,0,0,0,0,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]

The charges against Aquino for which he was convicted in 1977 were for illegal possession of firearms, murder, and violations of the Anti-Subversion Act. Treason was not included.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-found-guilty-treason/]",Blank Location,,
00-41,30/12/99 05:56:33,https://twitter.com/loloromatu/status/1277040395973791744,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-06-30 since:2020-06-14,@loloromatu,loloromatu,Kakampi ng kabutihan labanan ang mga kawatan sa lipunan.,Anonymous,03/17,43,6,"Muscat, Oman, Davao, Quezon7",Ninoy Aquino should be extracted from the list of national heroes of the Philippines based on his unpatriotic act of being one of the founder of the CPP/NPA in the country.,Ninoy Aquino should be extracted from the list of national heroes of the Philippines based on his unpatriotic act of being one of the founder of the CPP/NPA in the country.,"Text, Reply",28/06/20 08:45,,Rational,2,1,0,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party.
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]",,,
00-42,30/12/99 05:57:05,https://twitter.com/Edelwei8/status/1276060810423554057,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-06-30 since:2020-06-15,@Edelwei8,Edelweiß,,Anonymous,10/17,685,383,,Dapat lang dahil  Founder ng NPA Ninoy at hindi Hero.  Palitan na ibalik sa dati. Ang 500 din palitan  nakakasuka na ang mukha ng dalawang dilawan na nagpapahirap sa mga Pilipino ng 30 taon. At nag benta ng pagaari ng Pilipinas .,It should only be because of the founder of the NPA Ninoy and not a hero. Replace to return to the previous one. The 500 also exchanged the faces of the two yellow that make Filipinos suffer for 30 years. And sells the ownership of the Philippines.,"Text, Reply, Image",25/06/20 03:52,,Emotional,1,0,1,0,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]

On Ninoy Aquino ‘selling’ Sabah
> This claim is unproven. Hermes Dorado, former national territory division head of the Department of Foreign Affairs, claimed in 2013 that Aquino met with then-Malaysian Prime Minister Mohammad Mahathir.
On Cory Aquino ‘selling’ the Philippine Airlines
> This needs context. Philippine Airlines (PAL) was privatized in March 1992, towards the end of Aquino’s term as president, although plans to sell the company were made years earlier. 
On Noynoy Aquino selling the Scarborough Shoal
> This is false. In 2012, the former president said former senator Antonio Trillanes IV was approached by Chinese officials to do backchannel negotiations with China in order to resolve tensions over Scarborough Shoal at the time. 
[https://verafiles.org/articles/vera-files-fact-check-graphic-makes-false-unproven-claims-vs]","Blank Bio
Blank Location",,
00-43,30/12/99 05:57:31,https://twitter.com/osolge2665/status/1277140700182663169,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-06-30 since:2020-06-16,@osolge2665,osolge2665,,Anonymous,07/18,279,272,Central Luzon,Anong kinalaman ni Ninoy Aquino para ipangalan sa kanya ang paliparan ng bansa? Dahil ba sa dun Siya binaril at napatay gayong isa Siya sa founder ng NPA? Simula ng ipangalan Yan sa kanya nagkanda litche litche na ang airport at puro corruption Lang.,What does Ninoy Aquino have to do to name him the country's airport? Is it because he was shot and killed when he was one of the NPA founder? Since then he was named after the airport and only corruption.,"Text, Image",28/06/20 15:24,,Emotional,1,0,0,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party.
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]","Blank Bio
Blank Location",,
00-44,30/12/99 05:57:41,https://twitter.com/Fred_1222/status/1276746573481824258,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-06-30 since:2020-06-17,@Fred_1222,Fred Reyes,"In a society such as ours, standards of truthfulness need to be high and the means of discovering truths.",Anonymous,03/10,122,52,Philippines,Komunista yang si Ninoy..Kung nabubuhay pa yun ngayon malamang head na ng mga NPA yun ngayon hindi si Joma..kaya nakakahiya ang Airport natin pangalan ng isang Terorista,Communist Ninoy..If it is still alive now that the NPA's head is probably not Joma..So our airport is embarrassing the name of a terrorist,"Text, Reply",27/06/20 13:17,,Emotional,4,0,1,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party.
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]

Aquino was not present at the event as he was allegedly at a birthday party with Sen. Doy Laurel and his family in a nearby restaurant. But there’s no concrete evidence proving that his absence meant he was among those who planned the violent attack.
Until now, without any substantial basis, claims that Aquino was one of the plotters are merely unfounded rumors and not a historical fact. He was never linked to any concrete evidence or definite report or tagged by a witness.
[https://factsfirstph-partners.rappler.com/4127/fact-check-jay-sonza-claims-ninoy-aquino-mastermind-plaza-miranda-bombing/]",,,
00-45,30/12/99 05:57:54,https://twitter.com/SamuraiKatipun/status/1276760276386279424,,"Canlas, Sofia Anne",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2020-06-30 since:2020-06-18,@SamuraiKatipun,Samurai Katipunero,Ako'y isang samurai na may nais na ipagtanggol ang ating bayan laban sa mga nagsasamantala nito.,Anonymous,05/20,657,502,Republika ng Pilipinas,"Traydor yan si Ninoy Aquino, Hari ng NPA at nakipag-collaborate sa Malaysia  laban sa Marcos Government para nabigo ang Pilipinas  na makuha ang Sabah na belongs to the Philippines talaga dahil ang Sultan of Sulu gumawa ng Oath if Allegiance sa Philippine Government .","Ninoy Aquino, King of the NPA and collaborated in Malaysia against the Marcos Government so that the Philippines failed to get Sabah that belongs to the Philippines really because the Sultan of Sulu created an oath if allegiance in the Philippine Government.","Text, Reply",27/06/20 14:12,,Rational,3,0,2,0,,,"The charges against Aquino for which he was convicted in 1977 were for illegal possession of firearms, murder, and violations of the Anti-Subversion Act. Treason was not included.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-found-guilty-treason/]

News Galore wrongly linked Ninoy once again to the CPP-NPA in another claim, saying he talked to Malaysia to ask support for the rebels. According to former Foreign Affairs national territory division chief Hermes Dorado, the meeting had actually been for a Marcos ouster. 
[https://verafiles.org/articles/vera-files-fact-check-online-post-rewrites-and-distorts-aqui]",,,
